external_gene_name	log2FoldChange	pvalue
ZSCAN2-AS1	-2.0942120837670877	4.8385988295434853e-4
DLGAP1	-2.093654460766572	0.00389644862743131
NDRG2	-2.0875700378619317	0.030419299315995785
SRRT	-2.0866542991449104	0.020146952400493537
NONHSAT251865.1	-2.0861277964954725	0.045036951222090456
GDPGP1	-2.0837020779134474	0.026697432602948445
FA2H	-2.081875179251549	0.024666280462502185
KIAA0408	-2.0781592478961364	0.014365117398409165
CNNM1	-2.0764443544181725	0.023223694587347497
SIRT3	-2.0760235217410528	0.025653450238018138
NONHSAT231981.1	-2.0755953125075433	0.039829594376478324
TSPAN4	-2.0744367119186786	0.0016712261241109145
EOLA1	-2.0718265376854723	0.031647312408022016
STRN4	-2.070536257678637	0.036063687337949873
CFLAR	-2.069562453017789	0.016589752366077685
NONHSAT151182.1	-2.0690217395963795	0.035649993406892275
RALGAPA1	-2.068239069612031	0.02887537340801293
NONHSAT078335.2	-2.0648695504493277	0.04808632182736201
LAMC2	-2.0636558346166813	0.010892579089940194
NONHSAT163997.1	-2.06188861618841	0.019765182053562074
VEZT	-2.0616832393754505	5.5102369141455096e-05
NONHSAT060540.2	-2.0597731250760893	0.03802871758392423
TJAP1	-2.053176537327587	0.013359551487540575
NONHSAT234491.1	-2.0508050035216128	0.009740230583032184
NONHSAT075369.2	-2.0487539001551447	0.030637956584453153
NONHSAT152202.1	-2.047822862193647	0.041474875332984
CXXC5	-2.0467441029975255	0.013599125207696938
PAQR6	-2.0461957655412237	0.04450609426701348
ETFA	-2.0458925994640054	5.710152199004459e-6
CLN3	-2.045526635154406	0.03330611065788118
TFRC	-2.04499062589677	0.01890875668787074
ZYX	-2.0437198779768266	2.4541416272579357e-4
NONHSAT231814.1	-2.0431349348662935	0.01798642723706583
NONHSAT240891.1	-2.038882418237617	0.034728855089048
KCNMA1	-2.0381432539663464	0.04731574411789886
NONHSAT194729.1	-2.0368148752811845	0.01328404015758979
INPP4A	-2.0365279845919315	0.031360481548333236
MRPL55	-2.0354106359796935	1.0368766489360988e-4
EPS8L2	-2.0334229384232247	0.013688424273652508
PARPBP	-2.028864983412494	0.027987823139307557
ZDHHC23	-2.0265638661586602	0.0019791339488263848
SNHG18	-2.0251211072357824	0.04661852122877866
ARNT2	-2.0250076748456496	0.029313797081967716
NONHSAT130002.2	-2.0231480061807194	0.004282020462443642
NFE2L2	-2.019841492029521	7.06562014750417e-4
NTMT1	-2.0185104479028637	0.010922405175307945
NONHSAT156833.1	-2.0158873112450073	0.013937486302207275
ARHGAP27P1-BPTFP1-KPNA2P3	-2.003038782842445	0.03790567786658537
ME2	-2.0027340976272523	0.01393831998476978
JTB	-1.9997099016426179	0.013416665736598122
ENST00000389328	-1.9984719368747554	0.037051644573642364
FHL1	-1.9973682623420215	0.04604726412364868
RFC1	-1.9967858648190748	0.04112557605386303
DBNDD1	-1.9961560513431276	0.04746816168401817
ZNF619	-1.9954355423603496	0.028704020055823915
DNAJB2	-1.995173440833052	0.0036676621384373383
CEP89	-1.994156664541429	0.035685532790272506
ENST00000609697	-1.9922754437174344	0.0458479827528912
SLC27A1	-1.9916093742504932	0.027655192579175005
NONHSAT139171.2	-1.9805257898358843	0.014284427235690405
HLA-C	-1.9799346044986177	0.010399105961192322
SNHG20	-1.9780589760122358	0.0018526001395146204
NONHSAT237256.1	-1.977417671004448	0.005943028955408131
NBPF26	-1.9772168174970093	8.229386512894273e-5
SPATS2L	-1.9722906585852193	0.014185223465456262
NONHSAT151500.1	-1.971892662755751	0.029948325323902694
PGAP4	-1.970736190899801	0.023960559190198655
RBM6	-1.9698274902554092	0.03389460840363506
FAM3A	-1.9690691240842106	0.0056619190734280185
FTSJ1	-1.9674921918522577	0.024558503979717518
FAM3C	-1.9661108057240175	0.0394730061142373
MYCL	-1.9657347292844953	9.05546487682898e-4
LMNA	-1.9643411538269673	0.0055795671551852125
WDR20	-1.9640204528144467	0.03243677971063786
HPCAL1	-1.963179726808692	0.0018344837885753084
ICA1L	-1.9631556644114503	0.007388653765182801
NONHSAT124780.2	-1.9599496357457225	0.003998040012804308
COMMD6	-1.959053607362477	0.03594778737637647
NEK3	-1.9585451433663683	0.049868007372638065
NONHSAT204358.1	-1.958420453121412	0.021504747960930586
ZNG1A	-1.957799514560238	0.03719244720947223
BLTP2	-1.9568312297490078	1.1414551242457183e-5
NONHSAT255354.1	-1.9566553586294835	0.03720481339366913
ALG9	-1.9550330568230898	0.04330192999914148
SON	-1.9542706266437497	0.0067758767320849145
NDUFC1	-1.9511395667127145	0.012767084305066014
PRAME	-1.9506124638403857	0.04977599291783859
GOLGA2P5	-1.945166045823911	0.04345498695854851
LMNTD2	-1.9450590087691617	0.04922261469841278
SUGP1	-1.9418815066072133	0.0031667271678701464
TMC4	-1.9411461843244748	0.04674956572156338
RAN	-1.939658980228036	0.002432268813146688
STEAP3	-1.9376660054706694	0.04728221719530739
NPAS2	-1.9359899389399313	0.01059122789349736
LETM1	-1.933902736729028	0.013875438894705055
RAD51B	-1.9278307533022985	0.013008774898780181
MRPL55	-1.9275816727549593	0.00202698408140002
MIR137HG	-1.9273884842944584	0.006644429187273422
NONHSAT003230.2	-1.9259280727118957	0.04778516310666749
CYTH3	-1.9236682555438618	0.04585756669881214
COX10-DT	-1.9236675502964926	0.030012840853433226
LSR	-1.9234309772656717	0.02214283774885192
NONHSAT171126.1	-1.9217456622665208	0.00419204934323151
ATP5MC2	-1.9145474982469857	2.850720513527208e-4
NONHSAT091076.2	-1.9144899594963263	0.011680777482215453
ENST00000623339	-1.9120322025699406	0.04081953377243694
ENST00000338932	-1.91187787152532	0.00725155551426432
MCRIP2	-1.9100719457686888	0.03429901183247823
NONHSAT202898.1	-1.9090091487976637	0.043483023768713734
TM7SF3	-1.9046101144552636	0.043470940393364896
TULP4	-1.9005801010155132	0.018132441056881887
MTUS1	-1.899857292276616	0.02682061005606868
NONHSAT215354.1	-1.89681760898894	0.008407276182299377
FTO	-1.8957359241405594	0.016356100824260734
ABHD11	-1.8919525402169577	0.02156954022015847
NONHSAT245833.1	-1.8899927022365162	0.043490093445039686
NONHSAT104282.2	-1.8860023343529035	0.008666028233045275
NONHSAT182700.1	-1.8859827663901172	0.019955837664761996
NONHSAT235435.1	-1.884036170801954	0.0280011395040834
DICER1	-1.8840264312139463	0.011026139648216247
NONHSAT096544.2	-1.8829644467517397	0.02950191035419294
LSM5	-1.8801625569282647	0.0316139067764292
CERS4	-1.8754542096657036	0.004972559831178462
NONHSAT243802.1	-1.8736365128836392	0.02865860216907952
NONHSAT255880.1	-1.872422901289867	0.028812648811786676
C7orf25	-1.8704795640876581	0.007667397801759724
HDAC5	-1.868243638600436	0.04118523618515289
ENST00000624516	-1.8666584110161095	0.04788113140574359
ABCD4	-1.8637918013710593	0.016847547495148007
PLXND1	-1.8634785953066355	0.010416435410106251
NONHSAT046579.2	-1.8626763674714417	0.03574300955817117
ZNF320	-1.8616535798883185	0.009370050351809408
ENST00000487646	-1.8555203211302527	0.037999062690678334
NUSAP1	-1.8548175970011516	0.03566723081622908
LAMB1	-1.852493944081554	0.02552492829125993
CPSF6	-1.8512283513179533	0.026093021819029477
PWWP2A	-1.8446179412485335	0.006636776991827034
NONHSAT210713.1	-1.8444136691594335	0.025925015390252
ILKAP	-1.8442524262747715	0.016274850864586268
METRN	-1.8415787081371375	0.04344032989094506
TTLL3	-1.8408520911214195	0.028667634545602737
ZNF737	-1.8355596220679096	0.03544891312680681
PLOD2	-1.8337693708251663	0.02897366506107244
NOL12	-1.8322331659956512	0.027784735129710178
BTBD3	-1.8304346988458364	7.29039405120032e-4
MTIF2	-1.8262544030286265	0.031179829688041342
ETFA	-1.8245909124765312	0.00940581786775244
ZNF397	-1.8244350462428065	0.037738945983344874
NONHSAT256269.1	-1.8230810309194443	0.0063629365231519805
CIART	-1.8224087385475016	0.033715575372691944
NONHSAT060325.2	-1.822371159368836	0.02232377785110816
ADPRH	-1.8185904790029996	0.027744452103884314
HNRNPL	-1.8168201889812747	0.048509599400275445
LINC00852	-1.809682832643112	0.04984854629784014
LINC02863	-1.807671293134522	0.04565410568610521
EEF1D	-1.8067562452492996	0.0024628401116933815
PLS1	-1.8059947830544356	0.04563164362716757
NONHSAT223108.1	-1.8045563341977537	0.04200668786287281
NONHSAT191380.1	-1.7992831473400228	0.010116011139707903
NONHSAT175190.1	-1.79879300573976	0.046499807542409136
NONHSAT252394.1	-1.7976848124676543	0.012189309678604708
NONHSAT231676.1	-1.7953646992599868	0.033976539146306745
NONHSAT206887.1	-1.7948238133091197	0.008714781339586863
PTPRK	-1.7924088124186086	0.02321098959068216
BIN1	-1.7910152800698782	0.04138212289716688
ENST00000498508	-1.7898613871823765	0.04172958209925674
NONHSAT198239.1	-1.7875623067362232	0.03781555735987508
PLEKHO2	-1.7867062573356762	0.029279717190916665
NONHSAT190719.1	-1.7865772161484734	0.0434662172309931
MCRIP1	-1.7857999740036659	0.011690014218693267
GPN1	-1.7846801469444817	0.03931236306515469
LRP3	-1.7818873601908936	1.388972061447516e-4
GKAP1	-1.7811180577775094	0.043330727502398914
NONHSAT254416.1	-1.7808030706844424	0.007519759507087877
STAMBP	-1.7767062269806546	0.023557600846669073
CYP3A7	-1.7751004708448548	0.04073652760476329
NONHSAT024949.2	-1.7707751566763392	0.03617540223314095
ZNF532	-1.7660952491455484	0.020257185499607366
PTK2B	-1.7654537185622725	0.02692687825293245
WARS2-IT1	-1.7649998346174038	0.044676178115755194
ABCA7	-1.7647294405548866	0.010650898597844552
TMEM245	-1.7642835234892162	0.008725187126216546
ATXN2	-1.763538100589167	0.03728980330570358
TAB1	-1.7607561065522768	0.0083257107486629
ZNF880	-1.7603060385098201	0.014163222361991145
NONHSAT150565.1	-1.7579845817982616	0.013546736414214824
NONHSAT076517.2	-1.7579582020832152	0.021244697138421777
HSD3B2	-1.7549213931488485	0.02054359835028542
NONHSAT073973.2	-1.7521295823521608	0.017406323809049728
GMIP	-1.7481541712730417	0.02518045542867291
NONHSAT153078.1	-1.7478002992279573	0.04850703943226944
EXOSC9	-1.7474009971573436	0.025429852698462773
MAGI1	-1.7473824193971628	0.03505831072993837
CSTPP1	-1.7472259565877652	0.007809259038621931
CAST	-1.7458509475127875	6.618067788498871e-4
CYB561	-1.745499652820979	0.037861855263363
ENST00000624140	-1.7451133844947695	0.027078411962469056
HCFC1R1	-1.742417346687579	0.020133994847378076
POLR2J3	-1.7407854392620392	0.030915647497998112
DAG1	-1.739341291202118	0.01667371927366678
FAM200B	-1.7383952432982073	0.002511746989162685
ANKRD12	-1.738202814801026	0.015478951301154198
CD9	-1.7374520347181601	0.031154343695941823
PRKAG1	-1.733647939197316	5.73362546570413e-4
TMCO6	-1.7301902377312466	5.492580776909547e-4
MYO10	-1.7299145642775453	0.007598101114035525
SPSB2	-1.729586745186593	0.011438950723416233
SAMD14	-1.7282797420131681	0.018881932357950746
RGL3	-1.7271356380980143	0.024590033501707385
PTPRM	-1.7239652437666908	0.017055922619215798
TRAPPC4	-1.72388904428057	0.002116919355880256
PELP1	-1.7235519167261504	0.047773414499118975
HDAC5	-1.7206383468219368	0.026689642797489466
SNX10	-1.7196702671092463	0.017415564130002288
EPOR	-1.718469704680379	0.007588717828208442
SNPH	-1.7184254673077999	0.03420949910673348
RASSF4	-1.71632862286808	0.04806342445714719
PSME2	-1.7161513744418568	0.018263575085103602
SPARC	-1.7160020615585099	0.0063739894270282175
ZNF148	-1.7159109971860298	0.04417292862297251
COG3	-1.715299213602662	0.010675459308949807
CAMTA1	-1.7129654274385215	0.007467669967535487
IQCE	-1.7126392279256104	0.019430158824329097
CIB2	-1.7070418844091961	0.032532201497616875
SAP18	-1.7057060291296926	0.04628265909056935
TARS1	-1.701572984011558	0.00560335970859805
TTC5	-1.700860023988291	0.019112224134795984
RINT1	-1.6993115859915746	0.04612214828272976
RTEL1	-1.6989029271681282	0.02758895521631999
PCTP	-1.697174501614506	0.03238261157693014
ZFYVE19	-1.696198305667008	0.024757957231112838
KLRD1	-1.6958210245257108	0.04604852391899823
MAP3K3	-1.690391761312762	0.035222461728894774
CNOT7	-1.6876331910498468	0.03565406697426514
NONHSAT229607.1	-1.687529106054044	0.04443160060064563
TRIM16	-1.6854403028094214	0.04617429251294026
NONHSAT230523.1	-1.6853893642282607	0.021829246490729072
NONHSAT228869.1	-1.6843884349828173	0.028240649222271687
YIPF2	-1.6839794846919063	0.04933006065356333
NONHSAT039373.2	-1.6828080821656186	0.03783895872764686
DHX37	-1.6810817942002472	0.030205759744508905
ARRDC2	-1.6806538143112422	0.012211110716828927
LGALS3BP	-1.6774340282800866	0.00615569367529801
ARF1	-1.6771756099961663	0.02135376316411656
NONHSAT232833.1	-1.6764390067308512	0.03663793103731262
PSMB8	-1.6752139905251158	0.0012244103053914047
COX5A	-1.6742180651727936	0.009604803064177998
TTLL3	-1.674053813393767	0.017032026999654695
TMEM222	-1.673833820293982	0.022590670379715436
NAA40	-1.6728648527852237	0.03256213560098348
NDUFA12	-1.6710797776674573	0.00877505654216713
MEIS2	-1.6701144868531026	0.0041000601217999295
ENST00000496508	-1.669955432564427	0.03438800493920355
HCG18	-1.666278565661034	0.01577359982201077
FAM83F	-1.6654100422866338	0.010573056540361683
ENO2	-1.6623293174715295	0.0454760326753393
ZNF461	-1.662280004439486	0.04383809970067552
CERS2	-1.6616445836976115	0.009090490047865553
DYNC1LI1	-1.6602181772274758	0.028813435322510433
ENST00000640219	-1.6595720989831462	0.0339195625189033
TERF1	-1.6594725620712867	0.03205572206593922
TM7SF2	-1.659410099066368	0.03506318691734376
NONHSAT091557.2	-1.6588531215382922	0.04630157719515372
RASA4	-1.6548074536024902	0.003641948175568643
CAPRIN2	-1.6530704325348566	0.0012817287363458283
SLC43A1	-1.651418815382902	0.034335613563640725
NONHSAT004404.2	-1.6503962419775298	0.010284931315841277
ALS2	-1.650368434464893	0.021028614817931533
ENST00000624557	-1.6486851794874768	0.027473641201175392
AKAP13	-1.6468858941553037	0.01999474357471399
RMC1	-1.6464172570362277	0.045682539272025154
PHRF1	-1.6459326926143087	0.03410340141072473
RAB5C	-1.6448461577471905	0.04113671552278125
FAM172A	-1.6445371828020985	0.0155140857865423
NONHSAT209538.1	-1.643962264867465	0.03777169604037736
DUSP18	-1.6437887430746112	0.029998740012144563
NONHSAT220408.1	-1.6398797301040517	0.00776394090747428
TRNT1	-1.6365863326572068	0.032906043917484355
NDUFS2	-1.6350754525102569	0.04102841839129419
TRAPPC12	-1.6323157103358161	0.019366057518610754
ZFYVE16	-1.63128160047288	0.048275755185756226
FGFR1	-1.6310481589181036	0.009292366041051457
CDK18	-1.6299801524281519	0.012912406507912479
RCAN1	-1.6297976591464067	0.04044873318882125
UFSP2	-1.629725063402646	0.005424953160360189
SUN2	-1.6288240669604819	0.006534576762460948
SLC25A46	-1.627002149770386	0.002663701122403924
CA8	-1.6248177990271537	0.00330602667681781
CACNA2D4	-1.6246356227420855	0.031651167998085136
ENST00000432921	-1.621668350504644	0.043157855568605734
RILPL1	-1.6213196101389336	0.028935650248637215
NEIL1	-1.6206944463348674	0.00992644285815043
PLCD1	-1.6204151818876116	5.12743981540627e-4
VGF	-1.6196851082437411	0.030036072646911542
FADS1	-1.6185952097596792	0.04059391022587097
NONHSAT245126.1	-1.6164658264045655	0.04451308610034339
ARPC4	-1.6094427520211472	0.04867468600088555
SLC12A4	-1.6083627891656715	0.027730209874534617
PITPNA-AS1	-1.608142074303073	0.0021056866871460023
LPL	-1.6076988397672465	0.027253566960826005
NONHSAT079276.2	-1.6055442845397998	0.02767903407284629
NFIB	-1.605047964799811	0.039190406327364195
TYRO3	-1.6043307931631468	0.02874337763606771
TEPSIN	-1.6019063175765256	0.0305831708830679
TMEM234	-1.5972710591610884	7.999649627782853e-4
NONHSAT259006.1	-1.5972050500462993	0.02025265680436358
IFT122P3	-1.5950805060977975	0.03114200961656667
NONHSAT025359.2	-1.5949664706878526	0.020395847902175884
ENST00000639363	-1.5948038191787066	0.03499409397405864
PGAP6	-1.5926692829077347	9.320052497323663e-4
MRI1	-1.591626400867612	0.030127600749461678
PISD	-1.591106363851863	0.0332718529761185
IFT46	-1.5896123550211871	0.042174236684689385
NONHSAT258511.1	-1.5873297413920362	0.017915531034382134
UTP11	-1.5857570100887461	0.017402014699694032
TMEM182	-1.5825244153807705	0.029829202793301826
TVP23C	-1.582282158428827	0.0020718397750425863
PAN2	-1.581953084340925	0.014664426603880207
NONHSAT171782.1	-1.5817185924687898	0.021845149745389626
PGAP2	-1.581111429779461	0.029886286104336354
LTBP3	-1.581072638933792	0.035641240680510236
DPY19L2	-1.5802119605911542	0.010434529577404985
SRSF2	-1.5800102393038529	0.033479934675247555
FOXD4L4	-1.578089701974885	0.031087230288298847
NONHSAT173889.1	-1.5779096889191748	0.005232334988885677
LRRC41	-1.5775959032177902	0.004741886617554718
MPHOSPH9	-1.5736656783368206	0.03169378597009125
CCND2	-1.5728287824200207	0.025845807268084584
SENP2	-1.5722285989906946	0.021912224743034437
MESP1	-1.5720657897149204	0.030003416569473623
MAP2K1	-1.5714996015129987	0.03684420387642204
NONHSAT250387.1	-1.5699819128679644	0.02563736443806926
NONHSAT257033.1	-1.5698207749860764	0.04327172699412838
WASHC4	-1.5677692658415867	0.026912997005469633
RMDN1	-1.5621416848178489	0.04488604786840833
KCNJ11	-1.5620731301617126	0.025456672354801174
ENST00000355272	-1.5616850297710174	0.017660395550347163
ARAP2	-1.5613903714025328	0.018899061423399165
RNF141	-1.5606280278571416	0.006500189021064535
RBSN	-1.5600022169044503	0.0020108148813104084
PPIH	-1.5585742317141011	0.04201865625513837
IFT81	-1.557606686042323	0.018279762208770374
TPCN1	-1.552443135421247	0.0169287228248488
NONHSAT119871.2	-1.5519429154696804	0.019650128761434148
SERGEF	-1.548432281119428	0.02518768503083682
NONHSAT175765.1	-1.5458999403804685	0.015022776393812038
REXO5	-1.5455088309342853	0.024111936507659536
METTL5	-1.5420342956639672	0.01815026009295542
HPS4	-1.5418557681777827	0.005414531910238928
DIS3L	-1.5400941593298987	0.029912123574074922
HS3ST1	-1.5385856211175033	0.005908373358667954
NONHSAT211355.1	-1.5373831773699287	0.018484052860256162
ZFYVE27	-1.536743594714435	0.006590817214238383
MEMO1	-1.5357330010349695	0.046500309192164434
GKAP1	-1.533187963785195	0.03503452076703303
NONHSAT255812.1	-1.5330750296457945	0.02125971508648286
BEND5	-1.5328582062372882	0.01954405597000379
NONHSAT180623.1	-1.5328314196763593	0.02669288712066864
C5orf24	-1.5288311587765768	0.044480239247440066
IFRD1	-1.528005617597496	0.0018459047922771879
TRABD2B	-1.5245827015355469	0.04975879115459351
DSCAML1	-1.5244213405025404	0.028063646036153658
HMOX2	-1.5242753569979595	0.036789749255875075
CABIN1	-1.524199808528107	0.010435522131053736
UBXN4	-1.52409548184755	1.760060368361147e-4
ABHD6	-1.5234192093138217	0.00528524768922234
NONHSAT239652.1	-1.52301520109528	0.034229778420723424
NONHSAT230062.1	-1.5226752768354495	0.01611102081061395
DOCK8	-1.5210984022912815	0.023552467848768972
IP6K2	-1.5193958212674226	0.04376126431312629
CSNK1G1	-1.5192097131258397	0.008849203607664759
UROS	-1.5157131003688586	0.029526802107242834
ABCA8	-1.514897580848217	0.023719069049947986
NONHSAT247596.1	-1.5141390918616497	0.03308335958333643
PCSK6	-1.513590727958812	0.002664347769251695
MICAL1	-1.5124647952515595	0.009480694180439767
PTGR2	-1.5116467016842479	0.021924226291224088
NONHSAT241758.1	-1.5112840333683464	0.011994071429256143
DIP2A	-1.5073414038131276	0.04257791034591907
TAGLN2	-1.507275840949065	0.01165978469529963
YES1	-1.5062382286866776	0.03291855943470898
AIMP2	-1.5055295842532532	0.02755027321530392
B3GALNT1	-1.5043169205162128	0.045270081797996145
PHF8	-1.5042727487120198	0.02149031371515627
NONHSAT083505.2	-1.503021055180985	0.0353672484511193
CNOT10	-1.5028097024721652	0.01924310164949857
NONHSAT060761.2	-1.5020289256796298	0.03749350856833392
CLDN11	-1.5004929746327125	0.0249287613276929
RASSF4	-1.5002965043157799	0.017079583290922913
ZNF554	-1.499311683074011	0.012251185998930535
DVL3	-1.4990618931803017	0.005645251970113616
MRPL38	-1.4987960116893677	0.030683648598630882
NONHSAT164648.1	-1.4986464242144244	0.0182399155310136
VKORC1	-1.496493817374991	0.012765161131798413
KLF4	-1.4959213010920855	0.004789276076288079
CIZ1	-1.4957502130572156	0.030920926275597966
GIHCG	-1.4886187551393708	0.015905162118816905
ANXA5	-1.4886124048449216	0.005241776418868176
ZNF532	-1.4868773062474758	0.034334717855735115
RPL23	-1.48674184916644	0.0031965312415383152
SPIRE2	-1.4861568856156957	0.0062028781801574725
FES	-1.4831534196842906	0.008421579100700446
CIRBP	-1.4812404518488274	0.016748471199860768
NSUN7	-1.4800935679179197	0.03651394309768274
ATP5MC1	-1.4778774875908	0.008615737142764125
ANK3	-1.4748110878680492	0.04471317225138797
DNAAF3	-1.4746928731866078	0.02986122414491823
ENST00000573341	-1.4743770938265022	0.01594214692444567
B3GALT5	-1.4742332783725791	0.003502706172237424
MARK3	-1.4710271037611804	0.009318258725687449
NONHSAT127374.2	-1.4697388254011257	0.03048768035216392
YAF2	-1.4682592699431427	0.03255262874393888
PARP3	-1.4678257028162638	0.007453335600317887
CERS5	-1.4676270428735891	0.04299109656593085
RN7SL145P	-1.4655822701698318	0.017530346607173963
HLA-DRA	-1.4644974193964362	0.027706706073990332
NONHSAT055382.2	-1.4629866661128657	0.03803416720391206
AK8	-1.461962357631743	0.009493318144367841
CCS	-1.461585629534821	0.034961930692792444
RNF111	-1.4611383017113664	0.008881252363988446
SORBS1	-1.4592501611290654	0.00847072974052642
MATR3	-1.4584557394620792	0.02713833877686814
NONHSAT254831.1	-1.4581039417411308	0.04563007705176981
NONHSAT192247.1	-1.4564660486193868	0.019609392826703313
NONHSAT101419.2	-1.4559822449036677	0.03193765970178779
NONHSAT150005.1	-1.4558655666304037	0.016777686636196117
NONHSAT229751.1	-1.4493520940122904	0.03268027449966795
ZNF286A	-1.449127044364999	0.018110818004818757
BBS9	-1.4478274861917653	0.022707493351833228
SERPINE2	-1.4472801923090521	0.004211039103995486
NONHSAT238726.1	-1.444916396448018	0.03966464491361844
ANKHD1	-1.4444515992708744	0.0342246017456182
ACBD5	-1.4364836538223118	0.011972724421537474
LARGE1	-1.435935387768477	0.015554577849491583
ZBTB17	-1.4348384539803514	0.02630545604814375
ACAP1	-1.4348199106501984	0.036589661693805946
EEF1D	-1.4343699298017698	0.020067111485468497
NONHSAT040980.2	-1.4342963379691807	0.028406314163489467
NONHSAT018649.2	-1.4310255569397532	0.017355444445277333
GRSF1	-1.430932720484721	0.0145193632198268
RCC1	-1.4304954969297239	0.01994361539290574
MAPK8IP3	-1.4304276260356026	0.03297896645937474
ANKRD36B	-1.428816418396014	0.013267324004848815
NONHSAT231896.1	-1.4247378080270932	0.0013330108469498598
SNAI3-AS1	-1.4238088830876783	0.020658558155045723
INSYN1	-1.422822154359588	0.002455808502223639
MR1	-1.4210790604019234	0.033922514660258835
ARHGEF7	-1.420186144981344	4.0602453462448927e-4
FAIM	-1.4183488108981368	0.029612862315841166
NONHSAT140473.2	-1.4171708310570046	0.018543567965828504
ZFP90	-1.4169769379709654	0.02804593910370072
NONHSAT092379.2	-1.4149920946321526	0.03924738916561449
NONHSAT256824.1	-1.4142576880755229	0.04822519943923792
SELENOO	-1.4113149633146744	0.014692883849421974
MRPL23	-1.409925691607471	2.5125991573445836e-4
NR1D2	-1.4085737561031642	0.04467664907324961
NONHSAT232093.1	-1.4079065113495686	0.02323577308003273
KIAA0040	-1.4078510709525094	0.03164352705841057
P4HTM	-1.4077007877993637	0.03839164082971948
ZFAS1	-1.407303623312618	0.0275527723546869
NONHSAT245568.1	-1.4072595292140975	0.04098373744626789
DERA	-1.4072242939221518	0.02613571799400217
CNDP2	-1.4065640560218218	0.02483793347353088
COX7A2L	-1.406074100335947	0.033502715763711756
CTHRC1	-1.4052882323357458	0.014902054843284706
EPN3	-1.403142645899293	0.0019167969781679801
NONHSAT256999.1	-1.4015003268268236	0.01965269487507627
GUCD1	-1.4014730564983195	0.012658776408130585
NONHSAT212352.1	-1.4012690514002215	0.027539578055143572
SCAMP5	-1.4001831934813724	0.021415367003062347
PLEKHA4	-1.3951919351454438	0.00920626240526193
NONHSAT011751.2	-1.3951516613166957	0.017649774530577637
IMMP1L	-1.394222330482964	0.042095485378127656
NONHSAT253610.1	-1.3921415202030303	0.015778819917027943
NONHSAT223357.1	-1.3919622768385176	0.028797880690366286
POLG	-1.3907115566901613	0.03275793279638134
PSME3IP1	-1.3904795586624759	0.014270750600966877
WNK1	-1.390252520075989	0.0442547108562437
PTPA	-1.388845188551198	0.03895912730296753
CPT2	-1.3879920275935644	0.025949935328650947
ZNF135	-1.3875782702688952	0.02757216389812746
MDM4	-1.387456788137518	0.002065580106623397
GET1	-1.3859671524658446	0.035364010789050375
PPIL3	-1.3857545048843622	0.016411429548225047
GRIK5	-1.385493941861083	0.025231004876318915
KNSTRN	-1.383915289368017	0.04463387871291724
CAND1	-1.383491649942501	0.03038486287738624
SEMA4A	-1.3824364093072947	0.012531516040939777
UBE2E3	-1.3805151178105461	0.026409337663137872
NONHSAT177508.1	-1.379580041417304	0.048627072389113006
KIAA0232	-1.3788657135443387	0.04978499144646282
POLE4	-1.378200949692775	0.0030548826446963463
GUCD1	-1.3765469814099085	0.006972812682199942
SLC30A7	-1.3761086123149935	0.01945994880815441
GNPTG	-1.3745907501460215	0.0479617521644985
SEPTIN8	-1.3728076579814366	0.0037298965191051785
NONHSAT258191.1	-1.3719429642182512	0.04934077661623741
PFDN4	-1.3718952054301978	0.0221321231954427
XPNPEP1	-1.3707352683836134	0.04861653834308721
SMYD3	-1.370711090411512	0.02619263909760202
NONHSAT235235.1	-1.3704633334387675	0.039659945173174574
IRF3	-1.3693532661535415	0.026123353350515226
LMNA	-1.3693086785470936	0.005679648470101625
TCEA2	-1.3679455680361328	0.04511317777085012
RPL30	-1.3662781490318168	0.044455019734603314
MFSD6	-1.3656181100507871	0.0031104906772733425
SMAD2	-1.365005861189796	0.001586008875228495
DHPS	-1.364359811761602	0.023768881875281513
NONHSAT252300.1	-1.3628608648745302	0.03384476292878792
RAB5B	-1.3623432254380807	0.019128655950489144
TMEM238	-1.3604731462222879	0.04431319281072196
ENST00000512992	-1.3582484037991998	0.030983283425418975
PANK2	-1.3579688975152802	0.0019608596239167274
SEMA4A	-1.3577565522017716	0.006044083333667837
ENST00000425828	-1.357301901305076	0.007865318899098682
ATOSB	-1.3572337341038128	0.00854221471541192
TM7SF3	-1.3558610506222368	0.035664109971514604
TLCD5	-1.355477539215835	0.015185792012422187
ERAL1	-1.3523818074593086	0.011169303253320469
NONHSAT173322.1	-1.350643763685342	0.043137159765552394
BRPF3	-1.350395757067609	0.014656707788872706
ALG3	-1.349626343409938	0.03263424360911593
RBMS1	-1.348244589865718	0.04775495402336062
BIVM	-1.3479067991796287	0.036550853292654346
TBL1XR1	-1.3478028386615448	0.04187881457500301
NONHSAT247710.1	-1.345190733956254	0.02164415158784274
PI4KA	-1.3442032092684446	0.048819563334858394
RNGTT	-1.3433914079082763	0.012438010721026715
MCF2L2	-1.340343159995239	0.04984940190767122
BPHL	-1.3384981256057127	0.020967722149112255
WAC	-1.335770996276793	0.03687212949256257
ZNF266	-1.3328138039663704	0.04033532648677193
LMF1	-1.3323470705075307	0.027994881105402433
NONHSAT214057.1	-1.3306987813637148	0.014648963046772621
NONHSAT178197.1	-1.3293857879957656	0.026707216675586506
TEX22	-1.3287609851690192	0.04116310029494676
NSMCE2	-1.3285480534863627	0.04786572687838564
